Longitude,Latitude,Decimal year,Month,Day,Magnitude,Depth,Hour,Minute,Second,Seismic Moment,Seismic Energy,Year
69.4077,37.4575,1989.365591397849,5,12,4.0,58.1,18,12,0.0,1000000000000000.0,16000000000.000002,1989
91.5753,35.2677,1989.3682795698924,5,13,5.1,15.0,23,19,0.0,4.466835921509617e+16,714693747441.5388,1989
93.5778,21.0639,1989.3763440860216,5,16,4.4,33.0,7,45,0.0,3981071705534985.5,63697147288.55978,1989
93.4661,10.3979,1989.3763440860216,5,16,4.7,110.1,12,23,0.0,1.122018454301956e+16,179522952688.313,1989
91.9821,35.9528,1989.3763440860216,5,16,4.4,13.0,22,15,0.0,3981071705534985.5,63697147288.55978,1989
94.7515,6.7889,1989.3790322580649,5,17,4.2,41.2,9,5,0.0,1995262314968874.8,31924197039.502003,1989
99.3412,29.9204,1989.3790322580649,5,17,3.8,33.0,18,56,0.0,501187233627273.5,8018995738.036377,1989
94.6265,23.4314,1989.381720430108,5,18,4.7,111.8,2,56,0.0,1.122018454301956e+16,179522952688.313,1989
99.6793,30.0899,1989.3844086021504,5,19,4.6,46.9,3,34,0.0,7943282347242789.0,127092517555.88464,1989
93.1055,10.0938,1989.3844086021504,5,19,4.6,50.1,13,42,0.0,7943282347242789.0,127092517555.88464,1989
70.8674,36.525,1989.3870967741937,5,20,4.8,213.9,13,2,0.0,1.5848931924611238e+16,253582910793.77985,1989
57.8127,11.9884,1989.3870967741937,5,20,4.6,10.0,18,9,0.0,7943282347242789.0,127092517555.88464,1989
99.742,1.5154,1989.389784946237,5,21,4.8,187.7,17,48,0.0,1.5848931924611238e+16,253582910793.77985,1989
87.8583,27.3808,1989.39247311828,5,22,5.0,4.5,19,24,0.0,3.162277660168379e+16,505964425626.94073,1989
93.141,10.528,1989.39247311828,5,22,4.3,33.0,23,48,0.0,2818382931264460.5,45094126900.23138,1989
99.3927,29.9058,1989.4059139784947,5,27,5.2,33.0,4,14,0.0,6.309573444801891e+16,1009531751168.3027,1989
56.6094,29.3024,1989.4086021505373,5,28,4.0,33.0,2,22,0.0,1000000000000000.0,16000000000.000002,1989
99.5492,29.9829,1989.4112903225807,5,29,5.0,39.0,5,10,0.0,3.162277660168379e+16,505964425626.94073,1989
71.1387,36.6803,1989.4112903225807,5,29,3.9,271.0,12,24,0.0,707945784384140.2,11327132550.146246,1989
52.0206,28.9214,1989.413978494624,5,30,4.2,15.9,10,41,0.0,1995262314968874.8,31924197039.502003,1989
59.788,37.089,1989.413978494624,5,30,3.8,10.0,16,51,0.0,501187233627273.5,8018995738.036377,1989
99.2081,29.7638,1989.413978494624,5,30,4.5,48.8,20,13,0.0,5623413251903491.0,89974612030.45587,1989
94.2627,22.5328,1989.4166666666667,5,31,4.4,110.2,17,24,0.0,3981071705534985.5,63697147288.55978,1989
64.5423,3.2897,1989.4194444444445,6,1,4.6,10.0,7,35,0.0,7943282347242789.0,127092517555.88464,1989
99.4086,29.9925,1989.4277777777777,6,4,4.5,32.6,1,21,0.0,5623413251903491.0,89974612030.45587,1989
99.345,23.4074,1989.4277777777777,6,4,4.1,18.0,15,7,0.0,1412537544622749.8,22600600713.964,1989
95.8925,35.6301,1989.4277777777777,6,4,3.8,20.0,18,34,0.0,501187233627273.5,8018995738.036377,1989
76.1263,32.9044,1989.4277777777777,6,4,4.4,63.5,23,56,0.0,3981071705534985.5,63697147288.55978,1989
99.2721,30.0585,1989.430555555556,6,5,4.4,38.6,1,32,0.0,3981071705534985.5,63697147288.55978,1989
71.7872,35.9321,1989.430555555556,6,5,3.9,180.7,2,35,0.0,707945784384140.2,11327132550.146246,1989
70.1313,29.4728,1989.430555555556,6,5,4.2,57.2,10,15,0.0,1995262314968874.8,31924197039.502003,1989
91.9582,34.2144,1989.4361111111111,6,7,4.5,25.0,23,51,0.0,5623413251903491.0,89974612030.45587,1989
99.4929,29.9042,1989.4388888888889,6,8,4.6,29.9,1,41,0.0,7943282347242789.0,127092517555.88464,1989
70.1672,36.4903,1989.4416666666664,6,9,4.2,225.5,0,24,0.0,1995262314968874.8,31924197039.502003,1989
93.9436,10.7698,1989.4416666666664,6,9,4.0,182.9,9,7,0.0,1000000000000000.0,16000000000.000002,1989
92.7833,10.3967,1989.4416666666664,6,9,5.0,33.0,9,53,0.0,3.162277660168379e+16,505964425626.94073,1989
71.3165,36.4992,1989.4472222222223,6,11,4.1,235.7,4,44,0.0,1412537544622749.8,22600600713.964,1989
90.6996,26.3864,1989.4472222222223,6,11,4.6,49.5,13,42,0.0,7943282347242789.0,127092517555.88464,1989
89.7751,21.8338,1989.45,6,12,5.1,6.0,0,4,0.0,4.466835921509617e+16,714693747441.5388,1989
89.76,21.86,1989.45,6,12,6.1,5.8,0,4,0.0,1.4125375446227497e+18,22600600713964.0,1989
95.18,24.766,1989.45,6,12,4.3,33.0,22,30,0.0,2818382931264460.5,45094126900.23138,1989
92.7289,11.1858,1989.4527777777776,6,13,3.8,33.0,5,32,0.0,501187233627273.5,8018995738.036377,1989
57.4071,16.3982,1989.4611111111112,6,16,4.7,10.0,12,25,0.0,1.122018454301956e+16,179522952688.313,1989
68.4728,-4.0453,1989.463888888889,6,17,5.0,10.0,8,29,0.0,3.162277660168379e+16,505964425626.94073,1989
59.8131,29.8662,1989.463888888889,6,17,4.6,6.9,16,52,0.0,7943282347242789.0,127092517555.88464,1989
70.6755,36.3032,1989.4722222222224,6,20,4.1,152.4,21,49,0.0,1412537544622749.8,22600600713.964,1989
87.0342,-3.8324,1989.4722222222224,6,20,4.6,10.0,23,40,0.0,7943282347242789.0,127092517555.88464,1989
69.6971,36.5162,1989.475,6,21,4.1,33.0,6,21,0.0,1412537544622749.8,22600600713.964,1989
72.9193,20.0997,1989.475,6,21,4.1,33.0,15,35,0.0,1412537544622749.8,22600600713.964,1989
54.4341,32.0064,1989.480555555556,6,23,4.0,33.0,15,47,0.0,1000000000000000.0,16000000000.000002,1989
88.9776,32.7422,1989.483333333333,6,24,4.2,10.0,0,15,0.0,1995262314968874.8,31924197039.502003,1989
93.6184,21.5905,1989.486111111111,6,25,4.5,62.7,9,50,0.0,5623413251903491.0,89974612030.45587,1989
72.0891,37.1611,1989.486111111111,6,25,4.0,238.2,21,0,0.0,1000000000000000.0,16000000000.000002,1989
70.6136,35.6923,1989.4888888888888,6,26,5.0,115.3,14,59,0.0,3.162277660168379e+16,505964425626.94073,1989
70.2465,36.46,1989.4888888888888,6,26,4.2,217.1,18,39,0.0,1995262314968874.8,31924197039.502003,1989
70.7092,34.5232,1989.4888888888888,6,26,4.4,22.9,23,55,0.0,3981071705534985.5,63697147288.55978,1989
96.6522,32.0598,1989.4916666666663,6,27,4.1,33.0,14,12,0.0,1412537544622749.8,22600600713.964,1989
71.5915,37.1702,1989.4916666666663,6,27,4.4,33.0,17,26,0.0,3981071705534985.5,63697147288.55978,1989
94.3688,23.7866,1989.4944444444443,6,28,4.9,65.8,12,8,0.0,2.2387211385683468e+16,358195382170.93555,1989
94.1276,23.777,1989.4944444444443,6,28,4.0,83.3,12,37,0.0,1000000000000000.0,16000000000.000002,1989
55.2886,28.0137,1989.5,6,30,4.4,54.5,19,4,0.0,3981071705534985.5,63697147288.55978,1989
95.8653,24.4738,1989.505376344086,7,2,4.6,52.2,7,55,0.0,7943282347242789.0,127092517555.88464,1989
71.8764,37.2412,1989.510752688172,7,4,4.5,79.3,11,6,0.0,5623413251903491.0,89974612030.45587,1989
74.0329,37.767,1989.510752688172,7,4,4.6,33.0,20,34,0.0,7943282347242789.0,127092517555.88464,1989
67.157,-0.7292,1989.52688172043,7,10,4.4,10.0,10,23,0.0,3981071705534985.5,63697147288.55978,1989
94.3694,23.5284,1989.52688172043,7,10,4.4,72.3,14,46,0.0,3981071705534985.5,63697147288.55978,1989
67.1359,-0.8885,1989.529569892473,7,11,4.5,10.0,0,23,0.0,5623413251903491.0,89974612030.45587,1989
96.3933,2.1505,1989.532258064516,7,12,4.9,33.0,9,18,0.0,2.2387211385683468e+16,358195382170.93555,1989
80.715,35.698,1989.534946236559,7,13,4.0,37.1,12,53,0.0,1000000000000000.0,16000000000.000002,1989
84.7006,31.572,1989.537634408602,7,14,4.5,19.3,10,57,0.0,5623413251903491.0,89974612030.45587,1989
94.7526,4.8562,1989.537634408602,7,14,4.6,44.6,12,54,0.0,7943282347242789.0,127092517555.88464,1989
97.931,1.838,1989.537634408602,7,14,4.0,33.0,16,32,0.0,1000000000000000.0,16000000000.000002,1989
94.538,22.7882,1989.540322580645,7,15,5.4,95.7,0,9,0.0,1.2589254117941714e+17,2014280658870.6746,1989
94.4511,23.7189,1989.540322580645,7,15,4.1,33.0,22,33,0.0,1412537544622749.8,22600600713.964,1989
99.1563,2.8724,1989.55376344086,7,20,5.2,187.5,4,53,0.0,6.309573444801891e+16,1009531751168.3027,1989
95.6599,5.0735,1989.55376344086,7,20,5.8,93.2,6,27,0.0,5.011872336272756e+17,8018995738036.411,1989
95.64,5.05,1989.55376344086,7,20,6.0,82.0,6,27,0.0,1e+18,16000000000000.002,1989
71.2769,36.5089,1989.55376344086,7,20,3.8,237.5,19,4,0.0,501187233627273.5,8018995738.036377,1989
99.4626,30.0153,1989.5564516129032,7,21,5.4,24.7,3,9,0.0,1.2589254117941714e+17,2014280658870.6746,1989
99.128,29.943,1989.5564516129032,7,21,4.7,33.0,3,27,0.0,1.122018454301956e+16,179522952688.313,1989
99.1825,2.3563,1989.5564516129032,7,21,3.9,74.3,20,30,0.0,707945784384140.2,11327132550.146246,1989
95.3953,3.8988,1989.5618279569887,7,23,4.5,72.7,11,24,0.0,5623413251903491.0,89974612030.45587,1989
71.0969,36.0974,1989.564516129032,7,24,5.8,95.0,3,27,0.0,5.011872336272756e+17,8018995738036.411,1989
71.4222,35.9292,1989.564516129032,7,24,4.7,132.3,13,34,0.0,1.122018454301956e+16,179522952688.313,1989
92.5466,27.5538,1989.5672043010752,7,25,4.6,33.0,0,31,0.0,7943282347242789.0,127092517555.88464,1989
68.2914,28.9687,1989.5725806451608,7,27,4.3,5.2,10,51,0.0,2818382931264460.5,45094126900.23138,1989
57.5818,11.2915,1989.5725806451608,7,27,4.6,10.0,23,20,0.0,7943282347242789.0,127092517555.88464,1989
70.5783,36.3985,1989.5779569892472,7,29,4.4,160.3,8,31,0.0,3981071705534985.5,63697147288.55978,1989
94.033,24.456,1989.5806451612905,7,30,4.5,33.0,13,17,0.0,5623413251903491.0,89974612030.45587,1989
94.0306,24.0023,1989.5806451612905,7,30,3.8,109.4,18,32,0.0,501187233627273.5,8018995738.036377,1989
96.0059,4.7983,1989.5806451612905,7,30,5.0,40.5,19,14,0.0,3.162277660168379e+16,505964425626.94073,1989
95.9876,4.7048,1989.5833333333333,7,31,4.7,33.0,22,6,0.0,1.122018454301956e+16,179522952688.313,1989
69.929,36.9703,1989.5860215053765,8,1,4.3,33.0,8,43,0.0,2818382931264460.5,45094126900.23138,1989
70.7217,36.4337,1989.5860215053765,8,1,4.0,212.5,9,38,0.0,1000000000000000.0,16000000000.000002,1989
96.1478,2.7909,1989.5887096774195,8,2,5.1,41.4,10,24,0.0,4.466835921509617e+16,714693747441.5388,1989
96.1736,2.7448,1989.5887096774195,8,2,5.2,48.0,10,48,0.0,6.309573444801891e+16,1009531751168.3027,1989
93.8954,24.6387,1989.5913978494625,8,3,4.2,111.3,8,56,0.0,1995262314968874.8,31924197039.502003,1989
92.6644,26.9362,1989.5913978494625,8,3,4.4,33.0,11,10,0.0,3981071705534985.5,63697147288.55978,1989
77.4073,36.5299,1989.5967741935483,8,5,4.2,91.8,6,38,0.0,1995262314968874.8,31924197039.502003,1989
95.8972,24.8807,1989.5967741935483,8,5,4.6,33.0,11,32,0.0,7943282347242789.0,127092517555.88464,1989
99.3315,30.0275,1989.5967741935483,8,5,4.1,33.0,12,29,0.0,1412537544622749.8,22600600713.964,1989
99.6335,29.9986,1989.5967741935483,8,5,4.3,7.0,13,33,0.0,2818382931264460.5,45094126900.23138,1989
72.5975,37.7806,1989.604838709677,8,8,4.1,112.8,15,56,0.0,1412537544622749.8,22600600713.964,1989
70.9328,37.6879,1989.604838709677,8,8,4.1,33.0,18,34,0.0,1412537544622749.8,22600600713.964,1989
94.5544,24.5138,1989.6075268817203,8,9,5.1,79.6,16,1,0.0,4.466835921509617e+16,714693747441.5388,1989
56.9537,9.9673,1989.610215053764,8,10,5.0,10.0,2,59,0.0,3.162277660168379e+16,505964425626.94073,1989
71.0372,37.0429,1989.610215053764,8,10,4.2,103.5,8,58,0.0,1995262314968874.8,31924197039.502003,1989
71.2542,36.2843,1989.610215053764,8,10,4.7,103.5,14,37,0.0,1.122018454301956e+16,179522952688.313,1989
96.8844,27.5172,1989.610215053764,8,10,4.2,33.0,16,49,0.0,1995262314968874.8,31924197039.502003,1989
70.3397,36.505,1989.615591397849,8,12,4.3,225.9,18,1,0.0,2818382931264460.5,45094126900.23138,1989
71.9651,36.9152,1989.6236559139784,8,15,4.5,10.0,2,10,0.0,5623413251903491.0,89974612030.45587,1989
95.7476,12.5013,1989.6290322580649,8,17,4.6,32.6,22,8,0.0,7943282347242789.0,127092517555.88464,1989
71.0625,36.3328,1989.631720430108,8,18,4.4,124.5,7,43,0.0,3981071705534985.5,63697147288.55978,1989
99.0317,20.2152,1989.6370967741937,8,20,4.2,38.5,4,36,0.0,1995262314968874.8,31924197039.502003,1989
99.3192,20.3119,1989.6370967741937,8,20,4.5,10.0,4,42,0.0,5623413251903491.0,89974612030.45587,1989
54.1562,27.7987,1989.639784946237,8,21,3.9,10.0,4,48,0.0,707945784384140.2,11327132550.146246,1989
71.6538,36.9664,1989.64247311828,8,22,3.8,116.3,3,57,0.0,501187233627273.5,8018995738.036377,1989
98.7169,0.3209,1989.64247311828,8,22,4.3,71.0,21,3,0.0,2818382931264460.5,45094126900.23138,1989
99.012,-0.1588,1989.645161290323,8,23,4.7,33.0,9,21,0.0,1.122018454301956e+16,179522952688.313,1989
70.2142,36.4709,1989.645161290323,8,23,4.6,186.1,13,56,0.0,7943282347242789.0,127092517555.88464,1989
94.4533,7.9856,1989.6478494623657,8,24,4.3,57.6,17,0,0.0,2818382931264460.5,45094126900.23138,1989
94.421,7.4412,1989.6478494623657,8,24,4.5,33.0,17,25,0.0,5623413251903491.0,89974612030.45587,1989
94.27,7.6807,1989.6478494623657,8,24,4.5,33.0,18,1,0.0,5623413251903491.0,89974612030.45587,1989
70.7653,36.771,1989.6478494623657,8,24,4.3,71.4,20,6,0.0,2818382931264460.5,45094126900.23138,1989
70.7821,36.4482,1989.6505376344087,8,25,3.8,124.8,7,4,0.0,501187233627273.5,8018995738.036377,1989
92.8653,9.4377,1989.6505376344087,8,25,4.2,76.5,19,29,0.0,1995262314968874.8,31924197039.502003,1989
99.4442,2.504,1989.653225806452,8,26,4.2,109.6,23,8,0.0,1995262314968874.8,31924197039.502003,1989
98.82,20.3522,1989.6559139784947,8,27,4.5,13.4,15,20,0.0,5623413251903491.0,89974612030.45587,1989
79.9782,29.3238,1989.6586021505373,8,28,4.3,10.0,19,8,0.0,2818382931264460.5,45094126900.23138,1989
68.3694,29.4406,1989.663978494624,8,30,4.1,33.0,19,22,0.0,1412537544622749.8,22600600713.964,1989
99.6092,28.7952,1989.6666666666667,8,31,4.2,10.0,19,54,0.0,1995262314968874.8,31924197039.502003,1989
70.3843,35.9896,1989.6694444444445,9,1,4.2,102.5,16,13,0.0,1995262314968874.8,31924197039.502003,1989
67.5734,-1.2743,1989.6833333333327,9,6,5.1,10.0,12,57,0.0,4.466835921509617e+16,714693747441.5388,1989
96.1064,4.7454,1989.6833333333327,9,6,4.7,35.0,16,4,0.0,1.122018454301956e+16,179522952688.313,1989
74.2484,34.7668,1989.6861111111111,9,7,4.4,146.9,7,42,0.0,3981071705534985.5,63697147288.55978,1989
93.3262,9.4025,1989.6861111111111,9,7,4.2,75.1,18,10,0.0,1995262314968874.8,31924197039.502003,1989
70.9947,37.3531,1989.6916666666664,9,9,4.8,33.0,4,31,0.0,1.5848931924611238e+16,253582910793.77985,1989
71.0854,36.4491,1989.6944444444443,9,10,4.4,103.7,21,37,0.0,3981071705534985.5,63697147288.55978,1989
80.6996,35.77,1989.6944444444443,9,10,4.0,33.0,21,44,0.0,1000000000000000.0,16000000000.000002,1989
98.7911,0.206,1989.7,9,12,4.3,62.7,11,52,0.0,2818382931264460.5,45094126900.23138,1989
54.2537,37.2805,1989.7027777777776,9,13,4.4,38.3,7,1,0.0,3981071705534985.5,63697147288.55978,1989
71.2475,-6.653,1989.7111111111112,9,16,4.5,10.0,13,47,0.0,5623413251903491.0,89974612030.45587,1989
99.5724,30.1112,1989.7111111111112,9,16,4.3,33.0,16,13,0.0,2818382931264460.5,45094126900.23138,1989
99.5275,30.1006,1989.7111111111112,9,16,4.4,37.7,17,59,0.0,3981071705534985.5,63697147288.55978,1989
71.1696,36.4571,1989.713888888889,9,17,4.4,213.2,0,17,0.0,3981071705534985.5,63697147288.55978,1989
94.7701,5.7627,1989.7194444444444,9,19,3.9,93.0,2,37,0.0,707945784384140.2,11327132550.146246,1989
77.85,36.1,1989.7194444444444,9,19,4.0,4.0,9,45,0.0,1000000000000000.0,16000000000.000002,1989
92.6486,26.8829,1989.7194444444444,9,19,4.6,25.3,17,7,0.0,7943282347242789.0,127092517555.88464,1989
99.8371,25.8614,1989.7194444444444,9,19,3.9,33.0,17,39,0.0,707945784384140.2,11327132550.146246,1989
71.3375,36.4433,1989.7277777777776,9,22,4.4,130.0,10,39,0.0,3981071705534985.5,63697147288.55978,1989
94.9483,20.6907,1989.733333333333,9,24,5.4,127.9,10,55,0.0,1.2589254117941714e+17,2014280658870.6746,1989
94.3717,22.6927,1989.736111111111,9,25,3.9,112.7,2,9,0.0,707945784384140.2,11327132550.146246,1989
95.3976,12.4247,1989.7388888888888,9,26,4.6,22.0,9,59,0.0,7943282347242789.0,127092517555.88464,1989
99.3926,23.3674,1989.7416666666663,9,27,4.1,33.0,18,37,0.0,1412537544622749.8,22600600713.964,1989
72.2198,37.4581,1989.7444444444443,9,28,4.0,85.6,8,44,0.0,1000000000000000.0,16000000000.000002,1989
98.536,20.1611,1989.7444444444443,9,28,4.0,33.0,21,43,0.0,1000000000000000.0,16000000000.000002,1989
98.8173,20.3643,1989.7444444444443,9,28,5.7,11.0,21,52,0.0,3.548133892335731e+17,5677014227737.171,1989
98.2046,19.7881,1989.7444444444443,9,28,4.5,49.0,22,10,0.0,5623413251903491.0,89974612030.45587,1989
98.5183,20.2115,1989.7444444444443,9,28,4.2,18.3,22,50,0.0,1995262314968874.8,31924197039.502003,1989
99.2852,20.2938,1989.7472222222225,9,29,3.9,10.0,4,33,0.0,707945784384140.2,11327132550.146246,1989
98.7824,20.3561,1989.75,9,30,4.7,10.0,8,40,0.0,1.122018454301956e+16,179522952688.313,1989
98.8598,20.2342,1989.75,9,30,5.7,13.0,18,19,0.0,3.548133892335731e+17,5677014227737.171,1989
68.1532,-4.6395,1989.758064516129,10,3,4.5,10.0,15,35,0.0,5623413251903491.0,89974612030.45587,1989
67.3544,29.1781,1989.763440860215,10,5,4.4,33.0,14,47,0.0,3981071705534985.5,63697147288.55978,1989
94.5249,5.0649,1989.766129032258,10,6,4.6,81.7,15,16,0.0,7943282347242789.0,127092517555.88464,1989
92.8671,9.909,1989.766129032258,10,6,4.6,72.8,17,53,0.0,7943282347242789.0,127092517555.88464,1989
95.0242,33.5737,1989.768817204301,10,7,4.6,33.0,14,5,0.0,7943282347242789.0,127092517555.88464,1989
82.5035,36.3727,1989.768817204301,10,7,4.8,33.0,18,59,0.0,1.5848931924611238e+16,253582910793.77985,1989
99.1922,20.2202,1989.771505376344,10,8,4.2,10.0,10,3,0.0,1995262314968874.8,31924197039.502003,1989
82.6798,36.3488,1989.771505376344,10,8,4.7,10.0,15,49,0.0,1.122018454301956e+16,179522952688.313,1989
98.9627,19.3057,1989.774193548387,10,9,3.9,70.8,9,14,0.0,707945784384140.2,11327132550.146246,1989
94.8059,4.2225,1989.774193548387,10,9,4.4,66.3,16,23,0.0,3981071705534985.5,63697147288.55978,1989
87.4921,28.3579,1989.77688172043,10,10,4.7,38.3,4,10,0.0,1.122018454301956e+16,179522952688.313,1989
98.6179,20.3273,1989.779569892473,10,11,4.1,10.0,20,51,0.0,1412537544622749.8,22600600713.964,1989
94.8372,3.8319,1989.782258064516,10,12,4.3,33.0,2,38,0.0,2818382931264460.5,45094126900.23138,1989
95.522,24.344,1989.782258064516,10,12,4.4,33.0,14,37,0.0,3981071705534985.5,63697147288.55978,1989
98.9602,2.7339,1989.787634408602,10,14,4.4,170.0,13,49,0.0,3981071705534985.5,63697147288.55978,1989
82.4458,-0.3049,1989.790322580645,10,15,4.8,10.0,23,40,0.0,1.5848931924611238e+16,253582910793.77985,1989
94.8763,25.1201,1989.793010752688,10,16,4.0,33.0,11,39,0.0,1000000000000000.0,16000000000.000002,1989
93.8188,32.6482,1989.798387096774,10,18,4.6,23.8,3,10,0.0,7943282347242789.0,127092517555.88464,1989
99.4677,1.2102,1989.8010752688167,10,19,4.9,42.8,1,11,0.0,2.2387211385683468e+16,358195382170.93555,1989
68.5511,-5.3102,1989.8064516129032,10,21,5.2,10.0,3,29,0.0,6.309573444801891e+16,1009531751168.3027,1989
71.0385,36.6876,1989.8118279569887,10,23,4.4,33.0,17,25,0.0,3981071705534985.5,63697147288.55978,1989
71.7473,37.084,1989.8172043010752,10,25,4.2,33.0,9,59,0.0,1995262314968874.8,31924197039.502003,1989
71.6311,36.5815,1989.8198924731184,10,26,4.5,109.6,0,26,0.0,5623413251903491.0,89974612030.45587,1989
70.7087,36.472,1989.8198924731184,10,26,4.3,204.7,11,8,0.0,2818382931264460.5,45094126900.23138,1989
71.3449,36.7007,1989.8225806451608,10,27,3.8,81.7,18,15,0.0,501187233627273.5,8018995738.036377,1989
70.5103,36.4845,1989.8225806451608,10,27,4.3,207.6,19,21,0.0,2818382931264460.5,45094126900.23138,1989
80.8048,35.7083,1989.825268817204,10,28,3.9,33.0,13,26,0.0,707945784384140.2,11327132550.146246,1989
69.5704,35.0755,1989.8279569892472,10,29,4.0,129.3,13,29,0.0,1000000000000000.0,16000000000.000002,1989
94.1442,32.791,1989.8361111111112,11,1,4.2,25.0,23,35,0.0,1995262314968874.8,31924197039.502003,1989
94.171,33.011,1989.838888888889,11,2,4.2,33.0,17,16,0.0,1995262314968874.8,31924197039.502003,1989
71.5544,37.2102,1989.8416666666667,11,3,4.3,140.4,7,15,0.0,2818382931264460.5,45094126900.23138,1989
98.2053,0.3409,1989.8416666666667,11,3,4.6,33.0,19,21,0.0,7943282347242789.0,127092517555.88464,1989
76.035,32.6344,1989.8444444444444,11,4,4.3,71.7,13,22,0.0,2818382931264460.5,45094126900.23138,1989
57.5743,30.5726,1989.8444444444444,11,4,5.6,16.4,20,47,0.0,2.511886431509572e+17,4019018290415.3154,1989
71.0058,36.6215,1989.8527777777776,11,7,4.0,223.6,11,10,0.0,1000000000000000.0,16000000000.000002,1989
71.6736,37.1661,1989.8527777777776,11,7,4.3,134.5,13,50,0.0,2818382931264460.5,45094126900.23138,1989
71.0377,36.455,1989.861111111111,11,10,4.4,108.5,21,8,0.0,3981071705534985.5,63697147288.55978,1989
94.3271,21.087,1989.8638888888888,11,11,4.0,94.8,5,4,0.0,1000000000000000.0,16000000000.000002,1989
52.43,14.7223,1989.8638888888888,11,11,4.2,10.0,8,18,0.0,1995262314968874.8,31924197039.502003,1989
70.8777,36.2796,1989.8666666666663,11,12,3.9,125.3,0,27,0.0,707945784384140.2,11327132550.146246,1989
71.1482,36.3838,1989.8666666666663,11,12,4.2,224.5,8,39,0.0,1995262314968874.8,31924197039.502003,1989
99.3396,-3.9431,1989.8666666666663,11,12,4.5,31.5,19,18,0.0,5623413251903491.0,89974612030.45587,1989
70.392,36.4114,1989.8694444444443,11,13,3.8,213.7,4,7,0.0,501187233627273.5,8018995738.036377,1989
94.5266,4.7237,1989.8694444444443,11,13,4.8,58.5,15,54,0.0,1.5848931924611238e+16,253582910793.77985,1989
91.2347,35.0949,1989.8722222222225,11,14,3.8,33.0,4,16,0.0,501187233627273.5,8018995738.036377,1989
70.6826,36.43,1989.8722222222225,11,14,4.1,210.3,23,2,0.0,1412537544622749.8,22600600713.964,1989
71.345,37.0365,1989.880555555556,11,17,4.0,102.5,20,15,0.0,1000000000000000.0,16000000000.000002,1989
71.6419,37.2841,1989.8861111111112,11,19,4.5,130.6,3,30,0.0,5623413251903491.0,89974612030.45587,1989
70.8065,36.4543,1989.8861111111112,11,19,4.8,197.9,4,29,0.0,1.5848931924611238e+16,253582910793.77985,1989
89.6996,28.9603,1989.8861111111112,11,19,4.4,33.0,22,11,0.0,3981071705534985.5,63697147288.55978,1989
57.7219,29.8808,1989.888888888889,11,20,5.7,18.0,4,19,0.0,3.548133892335731e+17,5677014227737.171,1989
60.0403,30.5292,1989.888888888889,11,20,4.5,33.0,12,19,0.0,5623413251903491.0,89974612030.45587,1989
73.1233,36.7875,1989.9,11,24,4.3,33.0,15,0,0.0,2818382931264460.5,45094126900.23138,1989
72.01,37.35,1989.9,11,24,4.7,167.0,20,52,0.0,1.122018454301956e+16,179522952688.313,1989
70.6196,36.4631,1989.9,11,24,4.0,204.9,20,53,0.0,1000000000000000.0,16000000000.000002,1989
53.5708,31.8612,1989.9027777777776,11,25,4.1,10.0,16,0,0.0,1412537544622749.8,22600600713.964,1989
98.871,1.0162,1989.9027777777776,11,25,5.1,111.9,20,14,0.0,4.466835921509617e+16,714693747441.5388,1989
98.8074,1.008,1989.905555555556,11,26,4.9,95.2,10,52,0.0,2.2387211385683468e+16,358195382170.93555,1989
96.5265,25.7946,1989.9083333333333,11,27,4.3,36.0,1,20,0.0,2818382931264460.5,45094126900.23138,1989
68.2931,30.1662,1989.9138888888888,11,29,4.1,41.9,20,32,0.0,1412537544622749.8,22600600713.964,1989
96.2,4.72,1989.9220430107528,12,2,5.2,33.0,5,36,0.0,6.309573444801891e+16,1009531751168.3027,1989
93.79,21.24,1989.9220430107528,12,2,5.5,48.0,19,44,0.0,1.778279410038923e+17,2845247056062.277,1989
70.66,36.25,1989.9220430107528,12,2,4.9,33.0,21,0,0.0,2.2387211385683468e+16,358195382170.93555,1989
93.71,21.22,1989.924731182796,12,3,5.0,43.0,10,58,0.0,3.162277660168379e+16,505964425626.94073,1989
58.97,25.92,1989.935483870968,12,7,5.9,15.0,12,59,0.0,7.079457843841403e+17,11327132550146.246,1989
58.75,25.72,1989.935483870968,12,7,4.9,33.0,18,21,0.0,2.2387211385683468e+16,358195382170.93555,1989
93.75,21.18,1989.9381720430108,12,8,5.8,47.0,0,4,0.0,5.011872336272756e+17,8018995738036.411,1989
93.66,21.06,1989.9381720430108,12,8,4.3,56.0,2,47,0.0,2818382931264460.5,45094126900.23138,1989
94.59,22.87,1989.9408602150536,12,9,5.1,115.0,11,32,0.0,4.466835921509617e+16,714693747441.5388,1989
70.99,24.67,1989.9435483870968,12,10,5.0,33.0,11,58,0.0,3.162277660168379e+16,505964425626.94073,1989
56.17,14.37,1989.9435483870968,12,10,4.9,10.0,21,14,0.0,2.2387211385683468e+16,358195382170.93555,1989
70.68,36.45,1989.9489247311828,12,12,4.9,176.0,1,26,0.0,2.2387211385683468e+16,358195382170.93555,1989
52.51,29.14,1989.9489247311828,12,12,4.7,10.0,4,40,0.0,1.122018454301956e+16,179522952688.313,1989
94.52,5.25,1989.9489247311828,12,12,5.2,57.0,6,1,0.0,6.309573444801891e+16,1009531751168.3027,1989
56.95,26.7,1989.9596774193549,12,16,4.5,33.0,12,57,0.0,5623413251903491.0,89974612030.45587,1989
57.52,34.58,1989.9596774193549,12,16,4.9,33.0,20,55,0.0,2.2387211385683468e+16,358195382170.93555,1989
